iter,loss,mbox_loss,lr
362030,0.732947,0.497781,1.00E-06
362530,0.705864,0.980037,1.00E-06
363030,0.773542,0.754148,1.00E-06
363530,0.806335,0.791546,1.00E-06
364030,0.804616,0.709628,1.00E-06
364530,0.86431,0.845012,1.00E-06
365030,0.780437,0.860734,1.00E-06
365530,0.779732,0.616059,1.00E-06
366030,0.76131,0.67959,1.00E-06
366530,0.689439,0.605179,1.00E-06
367030,0.810184,1.05,1.00E-06
367530,0.824499,0.640216,1.00E-06
368030,0.749068,0.821499,1.00E-06
368530,0.935501,0.808211,1.00E-06
369030,0.719044,0.510478,1.00E-06
369530,0.943526,0.626215,1.00E-06
370030,0.903355,1.03001,1.00E-06
370530,0.789788,0.789042,1.00E-06
371030,0.719094,1.23857,1.00E-06
371530,0.774908,0.826693,1.00E-06
372030,0.763998,0.680116,1.00E-06
372530,0.718572,0.685019,1.00E-06
373030,0.684423,0.595127,1.00E-06
373530,0.733011,0.714716,1.00E-06
374030,0.789907,0.728741,1.00E-06
374530,0.834935,0.481627,1.00E-06
375030,0.858978,0.727132,1.00E-06
375530,0.799438,0.985067,1.00E-06
376030,0.762208,0.719936,1.00E-06
376530,0.89953,0.781454,1.00E-06
377030,0.763055,0.679177,1.00E-06
377530,0.838095,0.612252,1.00E-06
378030,0.7605,0.56128,1.00E-06
378530,0.749981,1.10384,1.00E-06
379030,0.755425,0.654282,1.00E-06
379530,0.784288,0.899802,1.00E-06
380030,0.822488,0.381786,1.00E-06
380530,0.802603,0.575319,1.00E-06
381030,0.7481,0.469839,1.00E-06
381530,0.765293,0.836257,1.00E-06
382030,0.806908,1.05611,1.00E-06
382530,0.733872,0.52983,1.00E-06
383030,0.824984,0.700848,1.00E-06
383530,0.89346,0.792122,1.00E-06
384030,0.745528,0.564244,1.00E-06
384530,0.726569,0.630146,1.00E-06
385030,0.741894,0.734346,1.00E-06
385530,0.741281,0.533209,1.00E-06
386030,0.71562,0.503167,1.00E-06
386530,0.781355,0.842036,1.00E-06
387030,0.694926,0.708514,1.00E-06
387530,0.732124,0.851909,1.00E-06
388030,0.78849,0.940034,1.00E-06
388530,0.718225,0.715984,1.00E-06
389030,0.821325,1.15138,1.00E-06
389530,0.745715,0.585748,1.00E-06
390030,0.783817,0.945132,1.00E-06
390530,0.720799,0.493104,1.00E-06
391030,0.820749,0.751077,1.00E-06
391530,0.773947,0.629897,1.00E-06
392030,0.819395,0.981788,1.00E-06
392530,0.725765,0.890496,1.00E-06
393030,0.863141,0.569728,1.00E-06
393530,0.779397,0.627599,1.00E-06
394030,0.710359,0.626058,1.00E-06
394530,0.687333,0.628602,1.00E-06
395030,0.725279,0.60575,1.00E-06
395530,0.82594,0.816425,1.00E-06
396030,0.859404,0.923773,1.00E-06
396530,0.6965,0.99546,1.00E-06
397030,0.733527,0.720741,1.00E-06
397530,0.789533,0.857606,1.00E-06
398030,0.723433,0.889086,1.00E-06
398530,0.945155,0.997088,1.00E-06
399030,0.802104,0.82451,1.00E-06
399530,0.870421,0.5809,1.00E-06
400030,0.822687,0.851409,1.00E-06
400530,0.768475,0.669079,1.00E-06
401030,0.833446,0.746076,1.00E-06
401530,0.873406,0.969549,1.00E-06
402030,0.746457,0.764068,1.00E-06
402530,0.743114,0.62246,1.00E-06
403030,0.77805,0.748353,1.00E-06
403530,0.769263,0.831917,1.00E-06
404030,0.751471,0.593372,1.00E-06
404530,0.74434,0.607809,1.00E-06
405030,0.746984,0.897652,1.00E-06
405530,0.682162,0.852934,1.00E-06
406030,0.648903,0.734352,1.00E-06
406530,0.800193,0.515609,1.00E-06
407030,0.823805,0.844489,1.00E-06
407530,0.73435,1.02167,1.00E-06
408030,0.797444,0.968387,1.00E-06
408530,0.733924,0.419945,1.00E-06
409030,0.742269,0.715127,1.00E-06
409530,0.682422,0.721877,1.00E-06
410030,0.745208,0.539616,1.00E-06
410530,0.783769,0.617862,1.00E-06
411030,0.891946,0.906453,1.00E-06
411530,0.782897,0.846894,1.00E-06
412030,0.713115,0.679021,1.00E-06
412530,0.720276,0.789525,1.00E-06
413030,0.744272,0.603255,1.00E-06
413530,0.798071,0.996026,1.00E-06
414030,0.760233,0.573102,1.00E-06
414530,0.731895,0.472766,1.00E-06
415030,0.73971,0.723866,1.00E-06
415530,0.72401,0.60653,1.00E-06
416030,0.748311,0.829154,1.00E-06
416530,0.896472,0.723525,1.00E-06
417030,0.798909,0.973595,1.00E-06
417530,0.799013,0.8233,1.00E-06
418030,0.744246,0.862964,1.00E-06
418530,0.75062,0.841234,1.00E-06
419030,0.828742,1.64524,1.00E-06
419530,0.780841,0.854829,1.00E-06
420030,0.880005,0.867985,1.00E-06
420530,0.873804,0.530252,1.00E-06
421030,0.777783,0.559006,1.00E-06
421530,0.722645,0.638614,1.00E-06
